"Adipose Tissue","Adipose Tissue_meanFrequency","Muscle","Muscle_meanFrequency","Blood Vessel","Blood Vessel_meanFrequency","Heart","Heart_meanFrequency","Uterus","Uterus_meanFrequency","Vagina","Vagina_meanFrequency","Breast","Breast_meanFrequency","Skin","Skin_meanFrequency","Salivary Gland","Salivary Gland_meanFrequency","Brain","Brain_meanFrequency","Adrenal Gland","Adrenal Gland_meanFrequency","Thyroid","Thyroid_meanFrequency","Lung","Lung_meanFrequency","Spleen","Spleen_meanFrequency","Pancreas","Pancreas_meanFrequency","Esophagus","Esophagus_meanFrequency","Stomach","Stomach_meanFrequency","Colon","Colon_meanFrequency","Small Intestine","Small Intestine_meanFrequency","Prostate","Prostate_meanFrequency","Testis","Testis_meanFrequency","Nerve","Nerve_meanFrequency","Blood","Blood_meanFrequency","Pituitary","Pituitary_meanFrequency","Ovary","Ovary_meanFrequency","Liver","Liver_meanFrequency","Kidney","Kidney_meanFrequency","Bladder","Bladder_meanFrequency"
"Citrobacter portucalensis","0.498690069204152","Curtobacterium flaccumfaciens","1.99929354628422","Capnocytophaga sputigena","29.2847826431373","Corynebacterium tuberculostearicum","28.4039490556901","Capillimicrobium parvum","1.89734094202899","Caldimonas thermodepolymerans","16.1504275","Carnobacterium divergens","6.35293921700224","Chryseoglobus indicus","1.655531944","Defluviicoccus vanus","0.195465961538462","Cupriavidus malaysiensis","0.485126631355932","Corynebacterium amycolatum","3.2723597107438","Chryseobacterium arthrosphaerae","0.250944656","Citrobacter freundii","0.951625146520147","Caldimonas brevitalea","2.14890718061674","Capnocytophaga ochracea","0.586569872611465","Cellulosimicrobium cellulans","1.13200041575492","Caulobacter mirabilis","0.654007390029326","Capnocytophaga gingivalis","1.50587990629183","Citrobacter amalonaticus","0.266117094972067","Burkholderia seminalis","33.0044187982833","Cupriavidus gilardii","70.9918510787172","Caulobacter segnis","0.93719432160804","Cereibacter azotoformans","1.20500737359551","Clostridioides difficile","3.49052217228464","Chryseobacterium balustinum","0.580785953757225","Castellaniella defragrans","1.27685188940092","Citrobacter braakii","0.298258674698795","Bradyrhizobium quebecense","5.07791052631579"
"Citrobacter sedlakii","0.376280692041522","Curtobacterium luteum","1.52803651890482","Cardiobacterium hominis","27.7040717647059","Corynebacterium urealyticum","0.602348438256659","Capnocytophaga gingivalis","3.35466347826087","Campylobacter showae","0.44001777027027","Castellaniella defragrans","1.11253666666667","Citrobacter amalonaticus","0.23189708","Delftia lacustris","13.9784073717949","Cupriavidus necator","0.426506906779661","Corynebacterium aurimucosum","1.63977446280992","Chryseobacterium balustinum","0.513278528","Citrobacter portucalensis","0.465582673992674","Caldimonas thermodepolymerans","18.5815221585903","Capnocytophaga sputigena","3.81837181528662","Cereibacter azotoformans","3.00930332603939","Caulobacter rhizosphaerae","0.642409002932551","Capnocytophaga sputigena","0.935482329317269","Citrobacter portucalensis","0.573506424581006","Burkholderia stagnalis","2.93814690987124","Cupriavidus malaysiensis","0.39042416909621","Caulobacter vibrioides","2.38574963149079","Chivirus iEPS5","573.726814044944","Clostridium perfringens","2.01834947565543","Chryseobacterium faecale","1.10178098265896","Catenulispora acidiphila","0.443453778801843","Citrobacter portucalensis","0.650533855421687","Bradyrhizobium sediminis","0.300815263157895"
"Citrobacter werkmanii","0.39432348615917","Cutibacterium acnes","339.245253220339","Carnobacterium divergens","4.00377349803922","Corynebacterium ureicelerivorans","9.19907953995157","Capnocytophaga sputigena","2.0179102173913","Candida albicans","36.1111535135135","Caulobacter flavus","0.67596355704698","Citrobacter braakii","0.267107096","Dermabacter vaginalis","0.746510576923077","Cupriavidus oxalaticus","0.768251504237288","Corynebacterium casei","0.481300991735537","Chryseobacterium faecale","1.44133255168","Citrobacter sedlakii","0.337109853479854","Candida albicans","9.03894374449339","Cardiobacterium hominis","0.775654108280255","Chroococcidiopsis thermalis","3.47401080233406","Caulobacter segnis","0.998287390029326","Caproicibacter fermentans","1.06675137884873","Citrobacter werkmanii","3.42849620111732","Burkholderia territorii","6.30815944206009","Cupriavidus necator","0.342154256559767","Cedecea lapagei","1.70967876046901","Chroococcidiopsis thermalis","3.75023758426966","Colletotrichum lupini","31.1781543445693","Chryseobacterium indoltheticum","0.38786323699422","Caulobacter flavus","0.434289585253456","Citrobacter sedlakii","0.604366144578313","Bradyrhizobium septentrionale","3.05833315789474"
"Clavibacter phaseoli","2.78853608131488","Cutibacterium avidum","1.76022631029987","Castellaniella defragrans","0.896883639215686","Corynebacterium vitaeruminis","3.89326633171913","Cardiobacterium hominis","2.64343036231884","Candidatus Kaistella beijingensis","0.285115405405405","Caulobacter mirabilis","0.651173713646532","Citrobacter freundii","1.540152736","Dermacoccus nishinomiyaensis","15.4051307051282","Cupriavidus pinatubonensis","0.28561843220339","Corynebacterium freneyi","0.341464628099174","Chryseobacterium indoltheticum","0.751674944","Citrobacter werkmanii","0.31478510989011","Candidatus Kaistella beijingensis","0.565208017621145","Carnobacterium divergens","5.4753599044586","Chryseobacterium balustinum","0.404118884026258","Caulobacter vibrioides","1.9735882111437","Caproicibacterium amylolyticum","1.21328076305221","Clavibacter phaseoli","1.24531240223464","Burkholderia thailandensis","0.289759313304721","Cupriavidus oxalaticus","0.633765160349854","Cellulomonas iranensis","0.453250770519263","Chryseobacterium balustinum","0.372644129213483","Comamonas aquatica","8.61079074906367","Chryseobacterium taihuense","0.605599306358382","Caulobacter mirabilis","0.658061566820277","Citrobacter werkmanii","0.490946987951807","Brevibacillus brevis","1.06862631578947"
"Cloacibacterium caeni","61.102540017301","Cutibacterium granulosum","17.6008697001304","Caulobacter flavus","0.55372351372549","Corynebacterium xerosis","1.29016167070218","Carnobacterium divergens","4.82014065217391","Candidatus Methylopumilus turicensis","0.598608513513514","Caulobacter rhizosphaerae","0.590644608501119","Citrobacter portucalensis","0.607161696","Devosia beringensis","0.808073269230769","Curtobacterium flaccumfaciens","15.6126084957627","Corynebacterium glaucum","1.35018157024793","Chryseobacterium taklimakanense","0.748041936","Clavibacter phaseoli","4.41700679487179","Candidatus Methylopumilus turicensis","0.685227488986784","Casimicrobium huifangae","0.16180076433121","Chryseobacterium faecale","1.18912604668125","Cellulomonas iranensis","1.00369791788856","Caproicibacterium lactatifermentans","0.804584765729585","Cloacibacterium caeni","27.2888818994413","Burkholderia ubonensis","2.413189527897","Cupriavidus pinatubonensis","0.241650029154519","Cellulomonas palmilytica","0.531916499162479","Chryseobacterium faecale","1.11365098314607","Comamonas fluminis","3.04610857677903","Chryseobacterium taklimakanense","1.74518884393064","Caulobacter rhizosphaerae","0.279516543778802","Clavibacter phaseoli","1.11158795180723","Brevibacterium aurantiacum","0.115446842105263"
"Cloacibacterium normanense","40.2340601038062","Cutibacterium modestum","11.8466452151239","Caulobacter henricii","1.07206026666667","Crinalium epipsammum","6.48158263922518","Casimicrobium huifangae","0.118093115942029","Candidatus Nanopelagicus abundans","0.291757635135135","Caulobacter segnis","1.54816919463087","Citrobacter sedlakii","0.421258936","Devosia ginsengisoli","0.725248461538462","Curtobacterium luteum","13.1790494491525","Corynebacterium glucuronolyticum","5.73337661157025","Chryseoglobus indicus","2.6087064","Cloacibacterium caeni","28.7061293406593","Candidatus Mycosynbacter amalyticus","0.5272940969163","Castellaniella defragrans","0.802218375796178","Chryseobacterium taihuense","0.288919759299781","Cellulomonas palmilytica","1.42644328445748","Cardiobacterium hominis","1.0333071352075","Cloacibacterium normanense","25.4622232402235","Caballeronia grimmiae","2.54135369098712","Curtobacterium flaccumfaciens","11.4170273760933","Cellulomonas taurus","3.04264396984925","Chryseobacterium taihuense","0.269272050561798","Comamonas kerstersii","2.15574561797753","Chryseoglobus indicus","1.31901115606936","Caulobacter segnis","1.27388516129032","Cloacibacterium caeni","45.4489365060241","Brevibacterium casei","14.7932921052632"
"Clostridium felsineum","2.1088292733564","Deep-sea thermophilic phage D6E","0.569919178617992","Caulobacter mirabilis","0.678150149019608","Croceicoccus marinus","1.29376658595642","Castellaniella defragrans","0.715151014492754","Capillimicrobium parvum","2.38223905405405","Caulobacter vibrioides","9.04660995525727","Citrobacter werkmanii","0.392848168","Devosia salina","1.17500480769231","Cutibacterium acnes","352.959973029661","Corynebacterium imitans","2.54224223140496","Citrobacter amalonaticus","0.307638624","Cloacibacterium normanense","30.213660989011","Candidatus Nanopelagicus abundans","0.442010396475771","Caulobacter flavus","0.703810477707006","Chryseobacterium taklimakanense","0.827536885485047","Cellulomonas taurus","7.16532771260997","Carnobacterium divergens","3.29365002677376","Clostridium perfringens","2.73985067039106","Caenibius tardaugens","0.685158454935622","Curtobacterium luteum","4.73165548104956","Cellulosimicrobium cellulans","1.41279716917923","Chryseobacterium taklimakanense","0.827594466292135","Comamonas odontotermitis","15.185891835206","Citrobacter freundii","0.356821907514451","Caulobacter vibrioides","3.40660207373272","Cloacibacterium normanense","36.9335721686747","Brevibacterium luteolum","0.743182105263158"
"Clostridium perfringens","2.44739019031142","Deinococcus geothermalis","0.866691608865711","Caulobacter rhizosphaerae","0.610105937254902","Cryobacterium soli","0.496440556900726","Caulobacter flavus","0.82950152173913","Capnocytophaga gingivalis","1.05185364864865","Cellulomonas iranensis","0.622871364653244","Clavibacter phaseoli","2.1664734","Diaphorobacter aerolatus","1.36255685897436","Cutibacterium avidum","1.20212548728814","Corynebacterium jeikeium","1.97905689338843","Citrobacter freundii","1.938428928","Clostridium felsineum","2.72956868131868","Capillimicrobium parvum","2.3462568722467","Caulobacter mirabilis","0.68115847133758","Chryseoglobus indicus","1.71958617797228","Cellulosimicrobium cellulans","2.21830958944282","Castellaniella defragrans","1.11873912985274","Cnuibacter physcomitrellae","0.390126759776536","Caldibacillus thermoamylovorans","15.5745896995708","Cutibacterium acnes","272.339860379009","Cereibacter azotoformans","2.15015304857621","Chryseoglobus indicus","1.20441574438202","Comamonas serinivorans","0.664160262172285","Citrobacter portucalensis","0.520585606936416","Cellulomonas flavigena","0.57043133640553","Clostridium felsineum","3.19009120481928","Brevundimonas albigilva","1.71674631578947"
"Cnuibacter physcomitrellae","0.573807690311419","Delftia lacustris","15.4357933376793","Caulobacter segnis","1.01626613333333","Cupriavidus basilensis","7.09734799031477","Caulobacter henricii","0.862747101449275","Capnocytophaga sputigena","0.74383722972973","Cellulomonas palmilytica","0.632659116331096","Cloacibacterium caeni","30.452508944","Diaphorobacter nitroreducens","12.1088077564103","Cutibacterium granulosum","12.7747800423729","Corynebacterium kefirresidentii","20.8730366528926","Citrobacter portucalensis","0.558444464","Clostridium perfringens","3.95375421245421","Capnocytophaga endodontalis","0.228787797356828","Caulobacter rhizosphaerae","1.22548098726115","Citrobacter portucalensis","0.430945083880379","Cereibacter azotoformans","3.90205269794721","Caulobacter flavus","0.458884859437751","Colletotrichum lupini","21.1972161452514","Caldicellulosiruptor acetigenus","6.92350038626609","Cutibacterium avidum","1.34747918367347","Chivirus iEPS5","2544.04944477387","Citrobacter amalonaticus","0.384802542134831","Comamonas thiooxydans","2.52722640449438","Citrobacter sedlakii","0.288944104046243","Cellulomonas palmilytica","0.421737695852535","Clostridium pasteurianum","5.78168132530121","Brevundimonas goettingensis","0.715275263157895"
"Colletotrichum lupini","20.5538127595156","Dermabacter vaginalis","0.930174471968709","Caulobacter vibrioides","1.40168845490196","Cupriavidus gilardii","108.105225871671","Caulobacter mirabilis","0.778485652173913","Cardiobacterium hominis","0.865197837837838","Cellulomonas taurus","3.0416767114094","Cloacibacterium normanense","28.198390032","Dietzia lutea","3.90409519230769","Cutibacterium modestum","11.19115","Corynebacterium kroppenstedtii","6.34501524793388","Citrobacter werkmanii","0.908394384","Cnuibacter physcomitrellae","0.43940989010989","Capnocytophaga gingivalis","0.966063964757709","Caulobacter segnis","1.05530111464968","Citrobacter sedlakii","0.333212443471918","Chroococcidiopsis thermalis","1.24361951231672","Caulobacter mirabilis","0.567088580990629","Collinsella aerofaciens","3.96789368715084","Caldicellulosiruptor hydrothermalis","0.443943605150215","Cutibacterium granulosum","9.83747909620991","Chroococcidiopsis thermalis","22.1668289112228","Citrobacter braakii","2.14321893258427","Conexibacter woesei","1.01961846441948","Clavibacter phaseoli","0.980226300578035","Cellulomonas taurus","1.42346239631336","Clostridium perfringens","3.4260486746988","Brevundimonas nasdae","2.87177210526316"
"Collinsella aerofaciens","0.932113330449827","Dermacoccus nishinomiyaensis","5.36157268578879","Cellulomonas iranensis","0.474544729411765","Cupriavidus malaysiensis","0.614911186440678","Caulobacter rhizosphaerae","0.303451014492754","Carnobacterium divergens","2.74183331081081","Cellulosimicrobium cellulans","1.82395149888143","Clostridium felsineum","2.072648224","Dietzia psychralcaliphila","3.52029615384615","Deep-sea thermophilic phage D6E","0.590766377118644","Corynebacterium liangguodongii","0.420703553719008","Clavibacter phaseoli","1.93853272","Colletotrichum lupini","18.4402569230769","Capnocytophaga sputigena","1.00727973568282","Caulobacter vibrioides","1.32026993630573","Citrobacter werkmanii","0.28817420131291","Chryseobacterium balustinum","0.686871847507331","Caulobacter rhizosphaerae","0.484241526104418","Comamonas aquatica","13.8094083798883","Caldimonas brevitalea","1.9729464806867","Cutibacterium modestum","6.95927311953353","Chryseobacterium balustinum","0.72853458961474","Citrobacter freundii","2.68321435393258","Coprococcus comes","0.695646928838951","Cloacibacterium caeni","21.9164757225434","Cellulosimicrobium cellulans","0.941918847926267","Cnuibacter physcomitrellae","0.299525662650602","Brevundimonas pondensis","2.32559368421053"
"Comamonas aquatica","13.0875026730104","Devosia beringensis","1.2716728422425","Cellulomonas palmilytica","0.642072094117647","Cupriavidus necator","0.566227469733656","Caulobacter segnis","0.932041739130435","Castellaniella defragrans","0.829668108108108","Cereibacter azotoformans","2.80985697986577","Clostridium perfringens","0.772288128","Dietzia timorensis","0.45234108974359","Defluviicoccus vanus","0.225420699152542","Corynebacterium lizhenjunii","0.319481280991736","Cloacibacterium caeni","30.253798592","Collinsella aerofaciens","0.911306703296703","Cardiobacterium hominis","0.835338502202643","Cellulomonas fimi","3.05596159235669","Clavibacter phaseoli","3.0466789861415","Chryseobacterium faecale","0.900100674486804","Caulobacter segnis","0.928067376171352","Comamonas fluminis","1.42345882681564","Caldimonas thermodepolymerans","25.1593963519313","Deinococcus geothermalis","0.445688979591837","Chryseobacterium faecale","1.95131541038526","Citrobacter portucalensis","0.550529901685393","Corynebacterium accolens","13.734824494382","Cloacibacterium normanense","21.0796835260116","Cereibacter azotoformans","18.7735833179723","Colletotrichum lupini","44.092461686747","Brevundimonas subvibrioides","1.79587157894737"
"Comamonas fluminis","3.00784948096886","Devosia ginsengisoli","1.06703089960887","Cellulomonas taurus","2.95781251764706","Cupriavidus oxalaticus","0.84346014527845","Caulobacter vibrioides","2.01683942028985","Caulobacter flavus","0.48011027027027","Chroococcidiopsis thermalis","0.913905749440716","Cnuibacter physcomitrellae","0.741644528","Dolichospermum heterosporum","0.725642948717949","Deinococcus geothermalis","0.482662436440678","Corynebacterium lujinxingii","8.51785243801653","Cloacibacterium normanense","25.56133512","Comamonas aquatica","33.921991007326","Carnobacterium divergens","2.35846828193833","Cellulomonas palmilytica","0.961918853503185","Cloacibacterium caeni","22.9957525966448","Chryseobacterium indoltheticum","1.22313073313783","Caulobacter vibrioides","1.81798606961178","Comamonas kerstersii","0.802560223463687","Candida albicans","24.2175614592275","Deinococcus radiopugnans","0.42444860058309","Chryseobacterium nakagawai","0.269685058626466","Citrobacter sedlakii","0.478822485955056","Corynebacterium amycolatum","5.21605494382022","Clostridioides difficile","6.6417776300578","Changpingibacter yushuensis","0.760955161290323","Comamonas aquatica","16.1971584337349","Brevundimonas vesicularis","3.00786052631579"
