"","Liver","Heart","Bladder","Colon","Testis","Stomach","microbiomes"
"Beihai picorna-like virus 62",0,0,0,0,0,0,"Beihai picorna-like virus 62"
"Beihai picorna-like virus 63",0,0,0,0,0,0,"Beihai picorna-like virus 63"
"Beihai picorna-like virus 64",0,0,0,0,0,0,"Beihai picorna-like virus 64"
"Beihai picorna-like virus 65",0,0,0,0,0,0,"Beihai picorna-like virus 65"
"Beihai picorna-like virus 66",0,0,0,0,0,0,"Beihai picorna-like virus 66"
"Beihai picorna-like virus 67",0,0,0,0,0,0,"Beihai picorna-like virus 67"
"Beihai picorna-like virus 68",0,0,0,0,0,0,"Beihai picorna-like virus 68"
"Beihai picorna-like virus 69",0,0,0,0,0,0,"Beihai picorna-like virus 69"
"Beihai picorna-like virus 7",0,0,0,0,0,0,"Beihai picorna-like virus 7"
"Beihai picorna-like virus 70",0,0,0,0,0,0,"Beihai picorna-like virus 70"
"Beihai picorna-like virus 71",0,0,0,0,0,0,"Beihai picorna-like virus 71"
"Beihai picorna-like virus 72",0,0,0,0,0,0,"Beihai picorna-like virus 72"
"Beihai picorna-like virus 73",0,0,0,0,0,0,"Beihai picorna-like virus 73"
"Beihai picorna-like virus 74",0,0,0,0,0,0,"Beihai picorna-like virus 74"
"Beihai picorna-like virus 75",0,0,0,0,0,0,"Beihai picorna-like virus 75"
"Beihai picorna-like virus 77",0,0,0,0,0,0,"Beihai picorna-like virus 77"
"Beihai picorna-like virus 79",0,0,0,0,0,0,"Beihai picorna-like virus 79"
"Beihai picorna-like virus 8",0,0,0,0,0,0,"Beihai picorna-like virus 8"
"Beihai picorna-like virus 80",0,0,0,0,0,0,"Beihai picorna-like virus 80"
"Beihai picorna-like virus 81",0,0,0,0,0,0,"Beihai picorna-like virus 81"
"Beihai picorna-like virus 82",0,0,0,0,0,0,"Beihai picorna-like virus 82"
"Beihai picorna-like virus 83",0,0,0,0,0,0,"Beihai picorna-like virus 83"
"Beihai picorna-like virus 84",0,0,0,0,0,0,"Beihai picorna-like virus 84"
"Beihai picorna-like virus 85",0,0,0,0,0,0,"Beihai picorna-like virus 85"
"Beihai picorna-like virus 87",0,0,0,0,0,0,"Beihai picorna-like virus 87"
"Beihai picorna-like virus 9",0,0,0,0,0,0,"Beihai picorna-like virus 9"
"Beihai picorna-like virus 90",0,0,0,0,0,0,"Beihai picorna-like virus 90"
"Beihai picorna-like virus 91",0,0,0,0,0,0,"Beihai picorna-like virus 91"
"Beihai picorna-like virus 93",0,0,0,0,0,0,"Beihai picorna-like virus 93"
"Beihai picorna-like virus 96",0,0,0,0,0,0,"Beihai picorna-like virus 96"
"Beihai picorna-like virus 99",0,0,0,0,0,0,"Beihai picorna-like virus 99"
"Beihai razor shell virus 1",0,0,0,0,0,0,"Beihai razor shell virus 1"
"Beihai razor shell virus 2",0,0,0,0,0,0,"Beihai razor shell virus 2"
"Beihai razor shell virus 3",0,0,0,0,0,0,"Beihai razor shell virus 3"
"Beihai razor shell virus 4",0,0,0,0,0,0,"Beihai razor shell virus 4"
"Beihai sea slater virus 1",0,0,0,0,0,0,"Beihai sea slater virus 1"
"Beihai sea slater virus 2",0,0,0,0,0,0,"Beihai sea slater virus 2"
"Beihai sea slater virus 3",0,0,0,0,0,0,"Beihai sea slater virus 3"
"Beihai sea slater virus 4",0,0,0,0,0,0,"Beihai sea slater virus 4"
"Beihai sesarmid crab virus 1",0,0,0,0,0,0,"Beihai sesarmid crab virus 1"
"Beihai sesarmid crab virus 2",0,0,0,0,0,0,"Beihai sesarmid crab virus 2"
"Beihai sesarmid crab virus 7",0,0,0,0,0,0,"Beihai sesarmid crab virus 7"
"Beihai shrimp virus 1",0,0,0,0,0,0,"Beihai shrimp virus 1"
"Beihai shrimp virus 2",0,0,0,0,0,0,"Beihai shrimp virus 2"
"Beihai shrimp virus 3",0,0,0,0,0,0,"Beihai shrimp virus 3"
"Beihai shrimp virus 4",0,0,0,0,0,0,"Beihai shrimp virus 4"
"Beihai shrimp virus 5",0,0,0,0,0,0,"Beihai shrimp virus 5"
"Beihai shrimp virus 6",0,0,0,0,0,0,"Beihai shrimp virus 6"
"Beihai sipunculid worm virus 1",0,0,0,0,0,0,"Beihai sipunculid worm virus 1"
"Beihai sipunculid worm virus 2",0,0,0,0,0,0,"Beihai sipunculid worm virus 2"
"Beihai sipunculid worm virus 3",0,0,0,0,0,0,"Beihai sipunculid worm virus 3"
"Beihai sipunculid worm virus 4",0,0,0,0,0,0,"Beihai sipunculid worm virus 4"
"Beihai sipunculid worm virus 5",0,0,0,0,0,0,"Beihai sipunculid worm virus 5"
"Beihai sobemo-like virus 1",0,0,0,0,0,0,"Beihai sobemo-like virus 1"
"Beihai sobemo-like virus 10",0,0,0,0,0,0,"Beihai sobemo-like virus 10"
"Beihai sobemo-like virus 11",0,0,0,0,0,0,"Beihai sobemo-like virus 11"
"Beihai sobemo-like virus 12",0,0,0,0,0,0,"Beihai sobemo-like virus 12"
"Beihai sobemo-like virus 13",0,0,0,0,0,0,"Beihai sobemo-like virus 13"
"Beihai sobemo-like virus 14",0,0,0,0,0,0,"Beihai sobemo-like virus 14"
"Beihai sobemo-like virus 15",0,0,0,0,0,0,"Beihai sobemo-like virus 15"
"Beihai sobemo-like virus 16",0,0,0,0,0,0,"Beihai sobemo-like virus 16"
"Beihai sobemo-like virus 17",0,0,0,0,0,0,"Beihai sobemo-like virus 17"
"Beihai sobemo-like virus 18",0,0,0,0,0,0,"Beihai sobemo-like virus 18"
"Beihai sobemo-like virus 19",0,0,0,0,0,0,"Beihai sobemo-like virus 19"
"Beihai sobemo-like virus 2",0,0,0,0,0,0,"Beihai sobemo-like virus 2"
"Beihai sobemo-like virus 20",0,0,0,0,0,0,"Beihai sobemo-like virus 20"
"Beihai sobemo-like virus 21",0,0,0,0,0,0,"Beihai sobemo-like virus 21"
"Beihai sobemo-like virus 22",0,0,0,0,0,0,"Beihai sobemo-like virus 22"
"Beihai sobemo-like virus 23",0,0,0,0,0,0,"Beihai sobemo-like virus 23"
"Beihai sobemo-like virus 24",0,0,0,0,0,0,"Beihai sobemo-like virus 24"
"Beihai sobemo-like virus 25",0,0,0,0,0,0,"Beihai sobemo-like virus 25"
"Beihai sobemo-like virus 26",0,0,0,0,0,0,"Beihai sobemo-like virus 26"
"Beihai sobemo-like virus 27",0,0,0,0,0,0,"Beihai sobemo-like virus 27"
"Beihai sobemo-like virus 3",0,0,0,0,0,0,"Beihai sobemo-like virus 3"
"Beihai sobemo-like virus 4",0,0,0,0,0,0,"Beihai sobemo-like virus 4"
"Beihai sobemo-like virus 5",0,0,0,0,0,0,"Beihai sobemo-like virus 5"
"Beihai sobemo-like virus 6",0,0,0,0,0,0,"Beihai sobemo-like virus 6"
"Beihai sobemo-like virus 7",0,0,0,0,0,0,"Beihai sobemo-like virus 7"
"Beihai sobemo-like virus 8",0,0,0,0,0,0,"Beihai sobemo-like virus 8"
"Beihai sobemo-like virus 9",0,0,0,0,0,0,"Beihai sobemo-like virus 9"
"Beihai sphaeromadae virus 1",0,0,0,0,0,0,"Beihai sphaeromadae virus 1"
"Beihai sphaeromadae virus 2",0,0,0,0,0,0,"Beihai sphaeromadae virus 2"
"Beihai sphaeromadae virus 3",0,0,0,0,0,0,"Beihai sphaeromadae virus 3"
"Beihai sphaeromadae virus 4",0,0,0,0,0,0,"Beihai sphaeromadae virus 4"
"Beihai tiger crab virus 1",0,0,0,0,0,0,"Beihai tiger crab virus 1"
"Beihai tombus-like virus 1",0,0,0,0,0,0,"Beihai tombus-like virus 1"
"Beihai tombus-like virus 10",0,0,0,0,0,0,"Beihai tombus-like virus 10"
"Beihai tombus-like virus 11",0,0,0,0,0,0,"Beihai tombus-like virus 11"
"Beihai tombus-like virus 12",0,0,0,0,0,0,"Beihai tombus-like virus 12"
"Beihai tombus-like virus 13",0,0,0,0,0,0,"Beihai tombus-like virus 13"
"Beihai tombus-like virus 14",0,0,0,0,0,0,"Beihai tombus-like virus 14"
"Beihai tombus-like virus 15",0,0,0,0,0,0,"Beihai tombus-like virus 15"
"Beihai tombus-like virus 16",0,0,0,0,0,0,"Beihai tombus-like virus 16"
"Beihai tombus-like virus 17",0,0,0,0,0,0,"Beihai tombus-like virus 17"
"Beihai tombus-like virus 18",0,0,0,0,0,0,"Beihai tombus-like virus 18"
"Beihai tombus-like virus 19",0,0,0,0,0,0,"Beihai tombus-like virus 19"
"Beihai tombus-like virus 2",0,0,0,0,0,0,"Beihai tombus-like virus 2"
"Beihai tombus-like virus 3",0,0,0,0,0,0,"Beihai tombus-like virus 3"
"Beihai tombus-like virus 4",0,0,0,0,0,0,"Beihai tombus-like virus 4"
"Beihai tombus-like virus 5",0,0,0,0,0,0,"Beihai tombus-like virus 5"
"Beihai tombus-like virus 7",0,0,0,0,0,0,"Beihai tombus-like virus 7"
"Beihai tombus-like virus 8",0,0,0,0,0,0,"Beihai tombus-like virus 8"
"Beihai tombus-like virus 9",0,0,0,0,0,0,"Beihai tombus-like virus 9"
"Beihai toti-like virus 4",0,0,0,0,0,0,"Beihai toti-like virus 4"
"Beihai uca arcuata virus 1",0,0,0,0,0,0,"Beihai uca arcuata virus 1"
"Beihai victori-like virus 1",0,0,0,0,0,0,"Beihai victori-like virus 1"
"Beihai weivirus-like virus 1",0,0,0,0,0,0,"Beihai weivirus-like virus 1"
"Beihai weivirus-like virus 11",0,0,0,0,0,0,"Beihai weivirus-like virus 11"
"Beihai weivirus-like virus 12",0,0,0,0,0,0,"Beihai weivirus-like virus 12"
"Beihai weivirus-like virus 13",0,0,0,0,0,0,"Beihai weivirus-like virus 13"
"Beihai weivirus-like virus 15",0,0,0,0,0,0,"Beihai weivirus-like virus 15"
"Beihai weivirus-like virus 16",0,0,0,0,0,0,"Beihai weivirus-like virus 16"
"Beihai weivirus-like virus 17",0,0,0,0,0,0,"Beihai weivirus-like virus 17"
"Beihai weivirus-like virus 18",0,0,0,0,0,0,"Beihai weivirus-like virus 18"
"Beihai weivirus-like virus 2",0,0,0,0,0,0,"Beihai weivirus-like virus 2"
"Beihai weivirus-like virus 20",0,0,0,0,0,0,"Beihai weivirus-like virus 20"
"Beihai weivirus-like virus 21",0,0,0,0,0,0,"Beihai weivirus-like virus 21"
"Beihai weivirus-like virus 3",0,0,0,0,0,0,"Beihai weivirus-like virus 3"
"Beihai weivirus-like virus 4",0,0,0,0,0,0,"Beihai weivirus-like virus 4"
"Beihai weivirus-like virus 5",0,0,0,0,0,0,"Beihai weivirus-like virus 5"
"Beihai weivirus-like virus 7",0,0,0,0,0,0,"Beihai weivirus-like virus 7"
"Beihai weivirus-like virus 8",0,0,0,0,0,0,"Beihai weivirus-like virus 8"
"Beihai weivirus-like virus 9",0,0,0,0,0,0,"Beihai weivirus-like virus 9"
"Beihai zhaovirus-like virus 1",0,0,0,0,0,0,"Beihai zhaovirus-like virus 1"
"Beihai zhaovirus-like virus 2",0,0,0,0,0,0,"Beihai zhaovirus-like virus 2"
"Beihai zhaovirus-like virus 3",0,0,0,0,0,0,"Beihai zhaovirus-like virus 3"
"Beihai zhaovirus-like virus 4",0,0,0,0,0,0,"Beihai zhaovirus-like virus 4"
"Beihai zhaovirus-like virus 5",0,0,0,0,0,0,"Beihai zhaovirus-like virus 5"
"Beijerinckia indica",0,6.06306263844789e-10,0,0,0,0,"Beijerinckia indica"
"Beilong jeilongvirus",0,0,0,0,0,0,"Beilong jeilongvirus"
"Bell pepper alphaendornavirus",0,0,0,0,0,0,"Bell pepper alphaendornavirus"
"Bell pepper mottle virus",0,0,0,0,0,0,"Bell pepper mottle virus"
"Bellamyvirus bellamy",0,0,0,0,0,0,"Bellamyvirus bellamy"
"Bellavista orthobunyavirus",0,0,0,0,0,0,"Bellavista orthobunyavirus"
"Bellflower vein chlorosis virus",0,0,0,0,0,0,"Bellflower vein chlorosis virus"
"Bellflower veinal mottle virus",0,0,0,0,0,0,"Bellflower veinal mottle virus"
"Belliella baltica",0,0,0,0,0,0,"Belliella baltica"
"Beluga whale coronavirus SW1",0,0,0,0,0,0,"Beluga whale coronavirus SW1"
"Bembunaquatrovirus BMBtp14",0,0,0,0,0,0,"Bembunaquatrovirus BMBtp14"
"Bendhi Yellow Vein Mosaic/Mesta Yellow Vein Mosaic alphasatellite",0,0,0,0,0,0,"Bendhi Yellow Vein Mosaic/Mesta Yellow Vein Mosaic alphasatellite"
"Bendigovirus GMA6",0,0,0,0,0,0,"Bendigovirus GMA6"
"Benedictvirus archetta",0,0,0,0,0,0,"Benedictvirus archetta"
"Benedictvirus benedict",0,0,0,0,0,0,"Benedictvirus benedict"
"Benedictvirus bluefalcon",0,0,0,0,0,0,"Benedictvirus bluefalcon"
"Benedictvirus chadwick",0,0,0,0,0,0,"Benedictvirus chadwick"
"Benedictvirus cuco",0,0,0,0,0,0,"Benedictvirus cuco"
"Benedictvirus jovo",0,0,0,0,0,0,"Benedictvirus jovo"
"Benedictvirus littlecherry",0,0,0,0,0,0,"Benedictvirus littlecherry"
"Benedictvirus naca",0,0,0,0,0,0,"Benedictvirus naca"
"Benedictvirus scorpia",0,0,0,0,0,0,"Benedictvirus scorpia"
"Benedictvirus swirley",0,0,0,0,0,0,"Benedictvirus swirley"
"Benedictvirus theia",0,0,0,0,0,0,"Benedictvirus theia"
"Benedictvirus tiger",0,0,0,0,0,0,"Benedictvirus tiger"
"Benedictvirus unionjack",0,0,0,0,0,0,"Benedictvirus unionjack"
"Benedictvirus zolita",0,0,0,0,0,0,"Benedictvirus zolita"
"Beograduvirus KPhi1",0,0,0,0,0,0,"Beograduvirus KPhi1"
"Beograduvirus Xaf18",0,0,0,0,0,0,"Beograduvirus Xaf18"
"Bequatrovirus B4",0,0,0,0,0,0,"Bequatrovirus B4"
"Bequatrovirus avesobmore",0,0,0,0,0,0,"Bequatrovirus avesobmore"
"Bequatrovirus bigbertha",0,0,0,0,0,0,"Bequatrovirus bigbertha"
"Bequatrovirus riley",0,0,0,0,0,0,"Bequatrovirus riley"
"Bequatrovirus spock",0,0,0,0,0,0,"Bequatrovirus spock"
"Bequatrovirus troll",0,0,0,0,0,0,"Bequatrovirus troll"
"Berhavirus beihaiense",0,0,0,0,0,0,"Berhavirus beihaiense"
"Berhavirus radialis",0,0,0,0,0,0,"Berhavirus radialis"
"Berisnavirus 1",0,0,0,0,0,0,"Berisnavirus 1"
"Berlinvirus 285P",0,0,0,0,0,0,"Berlinvirus 285P"
"Berlinvirus A7",0,0,0,0,0,0,"Berlinvirus A7"
"Berlinvirus BA14",0,0,0,0,0,0,"Berlinvirus BA14"
"Berlinvirus BP12A",0,0,0,0,0,0,"Berlinvirus BP12A"
"Berlinvirus BSP161",0,0,0,0,0,0,"Berlinvirus BSP161"
"Berlinvirus FE44",0,0,0,0,0,0,"Berlinvirus FE44"
"Berlinvirus Kvp1",0,0,0,0,0,0,"Berlinvirus Kvp1"
"Berlinvirus P483",0,0,0,0,0,0,"Berlinvirus P483"
"Berlinvirus P694",0,0,0,0,0,0,"Berlinvirus P694"
"Berlinvirus PP74",0,0,0,0,0,0,"Berlinvirus PP74"
"Berlinvirus PYPS50",0,0,0,0,0,0,"Berlinvirus PYPS50"
"Berlinvirus S523",0,0,0,0,0,0,"Berlinvirus S523"
"Berlinvirus Yepe2",9.24214050450978e-05,0,0,0,0,0,"Berlinvirus Yepe2"
"Berlinvirus Yepf",0,0,0,0,0,0,"Berlinvirus Yepf"
"Berlinvirus berlin",0,0,0,0,0,0,"Berlinvirus berlin"
"Bermanella marisrubri",0,0,0,0,0,0,"Bermanella marisrubri"
"Bermuda grass latent virus",0,0,0,0,0,0,"Bermuda grass latent virus"
"Bernalvirus bernal13",0,0,0,0,0,0,"Bernalvirus bernal13"
"Bernalvirus mendokysei",0,0,0,0,0,0,"Bernalvirus mendokysei"
"Bernardetia litoralis",0,0,0,0,0,0,"Bernardetia litoralis"
"Berryella intestinalis",0,0,0,1.82979402072779e-05,0,0,"Berryella intestinalis"
"Bertelyvirus BL9",0,0,0,0,0,0,"Bertelyvirus BL9"
"Bertelyvirus SC",0,0,0,0,0,0,"Bertelyvirus SC"
"Besingivirus coli",0,0,0,0,0,0,"Besingivirus coli"
"Betaarterivirus chinrav 1",0,0,0,0,0,0,"Betaarterivirus chinrav 1"
"Betaarterivirus suid 1",0,0,0,0,0,0,"Betaarterivirus suid 1"
"Betaarterivirus suid 2",0,0,0,0,0,0,"Betaarterivirus suid 2"
"Betachrysovirus alternariae",0,0,0,0,0,0,"Betachrysovirus alternariae"
"Betachrysovirus aspergilli",0,0,0,0,0,0,"Betachrysovirus aspergilli"
"Betachrysovirus botryosphaeriae",0,0,0,0,0,0,"Betachrysovirus botryosphaeriae"
"Betachrysovirus colletotrichi",0,0,0,0,0,0,"Betachrysovirus colletotrichi"
"Betachrysovirus coniothyrii",0,0,0,0,0,0,"Betachrysovirus coniothyrii"
"Betachrysovirus foxyspori",0,0,0,0,0,0,"Betachrysovirus foxyspori"
"Betachrysovirus fugramineari",0,0,0,0,0,0,"Betachrysovirus fugramineari"
"Betachrysovirus neofusicocci",0,0,0,0,0,0,"Betachrysovirus neofusicocci"
"Betachrysovirus pripenicillii",0,0,0,0,0,0,"Betachrysovirus pripenicillii"
"Betachrysovirus secupenicillii",0,0,0,0,0,0,"Betachrysovirus secupenicillii"
"Betacoronavirus 1",0,0,0,0,0,0,"Betacoronavirus 1"
"Betafusarivirus alternariae",0,0,0,0,0,0,"Betafusarivirus alternariae"
"Betafusarivirus sclerotiniae",0,0,0,0,0,0,"Betafusarivirus sclerotiniae"
"Betafusarivirus sinensis",0,0,0,0,0,0,"Betafusarivirus sinensis"
"Betahypovirus americanum",0,0,0,0,0,0,"Betahypovirus americanum"
"Betahypovirus cryphonectriae",0,0,0,0,0,0,"Betahypovirus cryphonectriae"
"Betahypovirus sinensis",0,0,0,0,0,0,"Betahypovirus sinensis"
"Betahypovirus valsae",0,0,0,0,0,0,"Betahypovirus valsae"
"Betanemrhavirus hubei",0,0,0,0,0,0,"Betanemrhavirus hubei"
"Betanemrhavirus shayang",0,0,0,0,0,0,"Betanemrhavirus shayang"
"Betanucleorhabdovirus daturae",0,0,0,0,0,0,"Betanucleorhabdovirus daturae"
"Betanucleorhabdovirus retesonchi",0,0,0,0,0,0,"Betanucleorhabdovirus retesonchi"
"Betapapillomavirus 1",0,0,0,0,0,0,"Betapapillomavirus 1"
"Betapapillomavirus 2",0,0,0,0,0,0,"Betapapillomavirus 2"
"Betapapillomavirus 3",0,0,0,0,0,0,"Betapapillomavirus 3"
"Betapapillomavirus 4",0,0,0,0,0,0,"Betapapillomavirus 4"
"Betapapillomavirus 5",0,0,0,0,0,0,"Betapapillomavirus 5"
"Betapapillomavirus 6",0,0,0,0,0,0,"Betapapillomavirus 6"
"Betapaprhavirus frugiperda",0,0,0,0,0,0,"Betapaprhavirus frugiperda"
"Betapleolipovirus HGPV1",0,0,0,0,0,0,"Betapleolipovirus HGPV1"
"Betapleolipovirus HHPV3",0,0,0,0,0,0,"Betapleolipovirus HHPV3"
"Betapleolipovirus HHPV4",0,0,0,0,0,0,"Betapleolipovirus HHPV4"
"Betapleolipovirus HRPV10",0,0,0,0,0,0,"Betapleolipovirus HRPV10"
"Betapleolipovirus HRPV11",0,0,0,0,0,0,"Betapleolipovirus HRPV11"
"Betapleolipovirus HRPV12",0,0,0,0,0,0,"Betapleolipovirus HRPV12"
"Betapleolipovirus HRPV3",0,0,0,0,0,0,"Betapleolipovirus HRPV3"
"Betapleolipovirus HRPV9",0,0,0,0,0,0,"Betapleolipovirus HRPV9"
"Betapolyomavirus arplanirostris",0,0,0,0,0,0,"Betapolyomavirus arplanirostris"
"Betapolyomavirus calbifrons",0,0,0,0,0,0,"Betapolyomavirus calbifrons"
"Betapolyomavirus callosciuri",0,0,0,0,0,0,"Betapolyomavirus callosciuri"
"Betapolyomavirus canis",0,0,0,0,0,0,"Betapolyomavirus canis"
"Betapolyomavirus cercopitheci",0,0,0,0,0,0,"Betapolyomavirus cercopitheci"
"Betapolyomavirus desrotundus",0,0,0,0,0,0,"Betapolyomavirus desrotundus"
"Betapolyomavirus elephanti",0,0,0,0,0,0,"Betapolyomavirus elephanti"
"Betapolyomavirus equi",0,0,0,0,0,0,"Betapolyomavirus equi"
"Betapolyomavirus gliris",0,0,0,0,0,0,"Betapolyomavirus gliris"
"Betapolyomavirus hominis",0,0,0,0,0,0,"Betapolyomavirus hominis"
"Betapolyomavirus lepweddellii",0,0,0,0,0,0,"Betapolyomavirus lepweddellii"
"Betapolyomavirus macacae",0,0,0,0,0,0,"Betapolyomavirus macacae"
"Betapolyomavirus mafricanus",0,0,0,0,0,0,"Betapolyomavirus mafricanus"
"Betapolyomavirus marvalis",0,0,0,0,0,0,"Betapolyomavirus marvalis"
"Betapolyomavirus mastomysis",0,0,0,0,0,0,"Betapolyomavirus mastomysis"
"Betapolyomavirus meletis",0,0,0,0,0,0,"Betapolyomavirus meletis"
"Betapolyomavirus myoglareolus",0,0,0,0,0,0,"Betapolyomavirus myoglareolus"
"Betapolyomavirus myolucifugus",0,0,0,0,0,0,"Betapolyomavirus myolucifugus"
"Betapolyomavirus octipanos",0,0,0,0,0,0,"Betapolyomavirus octipanos"
"Betapolyomavirus pantherae",0,0,0,0,0,0,"Betapolyomavirus pantherae"
"Betapolyomavirus ptedavyi",0,0,0,0,0,0,"Betapolyomavirus ptedavyi"
"Betapolyomavirus pteparnellii",0,0,0,0,0,0,"Betapolyomavirus pteparnellii"
"Betapolyomavirus quartihominis",0,0,0,0,0,0,"Betapolyomavirus quartihominis"
"Betapolyomavirus raegyptiacus",0,0,0,0,0,0,"Betapolyomavirus raegyptiacus"
"Betapolyomavirus saboliviensis",0,0,0,0,0,0,"Betapolyomavirus saboliviensis"
"Betapolyomavirus sasciureus",0,0,0,0,0,0,"Betapolyomavirus sasciureus"
"Betapolyomavirus sciuri",0,0,0,0,0,0,"Betapolyomavirus sciuri"
"Betapolyomavirus secacelebensis",0,0,0,0,0,0,"Betapolyomavirus secacelebensis"
"Betapolyomavirus secuchlopygerythrus",0,0,0,0,0,0,"Betapolyomavirus secuchlopygerythrus"
"Betapolyomavirus secudobsoniae",0,0,0,0,0,0,"Betapolyomavirus secudobsoniae"
"Betapolyomavirus secuhominis",0,0,0,0,0,0,"Betapolyomavirus secuhominis"
"Betapolyomavirus secumuris",0,0,0,0,0,0,"Betapolyomavirus secumuris"
"Betapolyomavirus secupacynocephalus",0,0,0,0,0,0,"Betapolyomavirus secupacynocephalus"
"Betapolyomavirus securanorvegicus",0,0,0,0,0,0,"Betapolyomavirus securanorvegicus"
"Betapolyomavirus tertidobsoniae",0,0,0,0,0,0,"Betapolyomavirus tertidobsoniae"
"Betapolyomavirus tertihominis",0,0,0,0,0,0,"Betapolyomavirus tertihominis"
"Betapolyomavirus tertimuris",0,0,0,0,0,0,"Betapolyomavirus tertimuris"
"Betapolyomavirus vicugnae",0,0,0,0,0,0,"Betapolyomavirus vicugnae"
"Betapolyomavirus zacalifornianus",0,0,0,0,0,0,"Betapolyomavirus zacalifornianus"
"Betatectivirus AP50",0,0,0,0,0,0,"Betatectivirus AP50"
"Betatectivirus Bam35",0,0,0,0,0,0,"Betatectivirus Bam35"
"Betatectivirus GIL16",0,0,0,0,0,0,"Betatectivirus GIL16"
"Betatectivirus Wip1",0,0,0,0,0,0,"Betatectivirus Wip1"
"Betayadokarivirus ichibani",0,0,0,0,0,0,"Betayadokarivirus ichibani"
"Betterkatzvirus betterkatz",0,0,0,0,0,0,"Betterkatzvirus betterkatz"
"Beutenbergia cavernae",0,1.15196462357864e-05,0,0,0,0,"Beutenbergia cavernae"
"Bhanja bandavirus",0,0,0,0,0,0,"Bhanja bandavirus"
"Bhendi yellow vein Bhubhaneswar virus",0,0,0,0,0,0,"Bhendi yellow vein Bhubhaneswar virus"
"Bhendi yellow vein Delhi virus",0,0,0,0,0,0,"Bhendi yellow vein Delhi virus"
"Bhendi yellow vein Haryana virus",0,0,0,0,0,0,"Bhendi yellow vein Haryana virus"
"Bhendi yellow vein India betasatellite",0,0,0,0,0,0,"Bhendi yellow vein India betasatellite"
"Bhendi yellow vein India virus",0,0,0,0,0,0,"Bhendi yellow vein India virus"
"Bhendi yellow vein betasatellite",0,0,0,0,0,0,"Bhendi yellow vein betasatellite"
"Bhendi yellow vein mosaic alphasatellite",0,0,0,0,0,0,"Bhendi yellow vein mosaic alphasatellite"
"Bhendi yellow vein mosaic betasatellite",0,0,0,0,0,0,"Bhendi yellow vein mosaic betasatellite"
"Bhendi yellow vein mosaic virus",0,0,0,0,0,0,"Bhendi yellow vein mosaic virus"
"Bhendi yellow vein mosaic virus-associated alphasatellite",0,0,0,0,0,0,"Bhendi yellow vein mosaic virus-associated alphasatellite"
"Bhindi yellow vein alphasatellite",0,0,0,0,0,0,"Bhindi yellow vein alphasatellite"
"Bibersteinia trehalosi",0,0,0,0,0,0,"Bibersteinia trehalosi"
"Bidens mosaic virus",0,0,0,0,0,0,"Bidens mosaic virus"
"Bidens mottle virus",0,0,0,0,0,0,"Bidens mottle virus"
"Bielevirus phiO18P",0,0,0,0,0,0,"Bielevirus phiO18P"
"Bievrevirus bv4A7",0,0,0,0,0,0,"Bievrevirus bv4A7"
"Bifidobacterium actinocoloniiforme",0,0,0,8.10669237534196e-05,0,0,"Bifidobacterium actinocoloniiforme"
"Bifidobacterium adolescentis",0,0,0,0.00448338758497179,0,0,"Bifidobacterium adolescentis"
"Bifidobacterium angulatum",0,0,0,0,0,0,"Bifidobacterium angulatum"
"Bifidobacterium animalis",0,0,0,0,0,0,"Bifidobacterium animalis"
"Bifidobacterium asteroides",0,0,0,0,0,0,"Bifidobacterium asteroides"
"Bifidobacterium breve",0,0,0,6.87326938425061e-05,0,0,"Bifidobacterium breve"
"Bifidobacterium catenulatum",0,0,0,3.11695733179983e-05,0,0,"Bifidobacterium catenulatum"
"Bifidobacterium choerinum",0,0,0,0,0,0,"Bifidobacterium choerinum"
"Bifidobacterium coryneforme",0,0,0,0,0,0,"Bifidobacterium coryneforme"
"Bifidobacterium eulemuris",0,0,0,0,0,0,"Bifidobacterium eulemuris"
"Bifidobacterium indicum",0,0,0,0.000126657213244938,0,0,"Bifidobacterium indicum"
"Bifidobacterium lemurum",0,0,0,5.06783390242624e-05,0,0,"Bifidobacterium lemurum"
"Bifidobacterium longum",0,0,0,0.00112736398240855,0,0,"Bifidobacterium longum"
"Bifidobacterium pseudocatenulatum",0,0,0,0.000207214980885623,3.15975632424344e-06,0,"Bifidobacterium pseudocatenulatum"
"Bifidobacterium pseudolongum",0,0,0,0,0,0,"Bifidobacterium pseudolongum"
"Bifidobacterium scardovii",0,0,0,0,0,0,"Bifidobacterium scardovii"
"Bifidobacterium subtile",0,0,0,9.60682691575256e-05,0,0,"Bifidobacterium subtile"
"Bifilivirus B5",0,0,0,0,0,0,"Bifilivirus B5"
"Bifseptvirus Bf7",0,0,0,0,0,0,"Bifseptvirus Bf7"
"Bifseptvirus andromeda",0,0,0,0,0,0,"Bifseptvirus andromeda"
"Big Cypress virus",0,0,0,0,0,0,"Big Cypress virus"
"Big Sioux River virus",0,0,0,0,0,0,"Big Sioux River virus"
"Bignuzvirus bignuz",0,0,0,0,0,0,"Bignuzvirus bignuz"
"Bimiti orthobunyavirus",0,0,0,0,0,0,"Bimiti orthobunyavirus"
"Bingvirus bing",0,0,0,0,0,0,"Bingvirus bing"
"Binucleate Rhizoctonia mitovirus K1",0,0,0,0,0,0,"Binucleate Rhizoctonia mitovirus K1"
"Biomphalaria virus 1",0,0,0,0,0,0,"Biomphalaria virus 1"
