Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Broker_name,Bytes,Center Name,common_name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Developmental_stage,ENA-FIRST-PUBLIC (run),ENA-FIRST-PUBLIC,ENA-LAST-UPDATE (run),ENA-LAST-UPDATE,Experiment,Experimental_Factor:_individual (exp),Experimental_Factor:_organism_part (exp),External_Id,Individual,INSDC_center_alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism_part,Organism,Platform,ReleaseDate,create_date,version,Sample Name,Sample_Name,specimen_with_known_storage_state,SRA Study,Submitter_Id
ERR315420,RNA-Seq,202,2886917138,PRJEB4337,SAMEA1968832,ArrayExpress,1239271404,"SCIENCE FOR LIFE LABORATORY, STOCKHOLM, SWEDEN",human,public,"run.realign.summary,realign,fastq,geo.fc,run.zq,sra","ncbi,ena,s3,gs","gs.US,ena,ncbi.public,s3.us-east-1",adult,2013-12-06,2013-12-06,2018-11-16,2018-03-08,ERX288495,V239,salivary gland,SAMEA1968832,V239,"Science for Life Laboratory\, Stockholm\, Sweden","Science for Life Laboratory\, Stockholm\, Sweden",2013-12-06T17:03:10Z,2018-03-08T16:37:41Z,public,Illumina HiSeq 2000,V239,PAIRED,cDNA,TRANSCRIPTOMIC,salivary gland,Homo sapiens,ILLUMINA,2013-12-12T00:00:00Z,2021-10-27T08:43:00Z,2,SAMEA1968832,E-MTAB-1733:salivarygland_6b,frozen specimen,ERP003613,E-MTAB-1733:salivarygland_6b
ERR315421,RNA-Seq,202,1122636816,PRJEB4337,SAMEA2161920,ArrayExpress,483674685,"SCIENCE FOR LIFE LABORATORY, STOCKHOLM, SWEDEN",human,public,"geo.fc,fastq,run.realign.summary,run.zq,realign,sra","gs,ncbi,ena,s3","ncbi.public,ena,s3.us-east-1,gs.US",adult,2013-12-06,2013-12-06,2018-11-16,2018-03-08,ERX288567,V176,bladder,SAMEA2161920,V176,"Science for Life Laboratory\, Stockholm\, Sweden","Science for Life Laboratory\, Stockholm\, Sweden",2013-12-06T17:03:09Z,2018-03-08T16:37:19Z,public,Illumina HiSeq 2000,V176,PAIRED,cDNA,TRANSCRIPTOMIC,bladder,Homo sapiens,ILLUMINA,2013-12-12T00:00:00Z,2021-10-27T08:37:00Z,2,SAMEA2161920,E-MTAB-1733:urinarybladder_5b,frozen specimen,ERP003613,E-MTAB-1733:urinarybladder_5b
ERR315423,RNA-Seq,202,1961471914,PRJEB4337,SAMEA2161836,ArrayExpress,884638015,"SCIENCE FOR LIFE LABORATORY, STOCKHOLM, SWEDEN",human,public,"realign,fastq,geo.fc,run.zq,run.realign.summary,sra","ena,ncbi,s3,gs","s3.us-east-1,gs.US,ena,ncbi.public",adult,2013-12-06,2013-12-06,2018-11-16,2018-03-08,ERX288626,V156,small intestine,SAMEA2161836,V156,"Science for Life Laboratory\, Stockholm\, Sweden","Science for Life Laboratory\, Stockholm\, Sweden",2013-12-06T17:03:09Z,2018-03-08T16:37:35Z,public,Illumina HiSeq 2000,V156,PAIRED,cDNA,TRANSCRIPTOMIC,small intestine,Homo sapiens,ILLUMINA,2013-12-12T00:00:00Z,2021-10-27T08:42:00Z,2,SAMEA2161836,E-MTAB-1733:smallintestine_4d,frozen specimen,ERP003613,E-MTAB-1733:smallintestine_4d
ERR315424,RNA-Seq,202,1769749674,PRJEB4337,SAMEA2155770,ArrayExpress,835419296,"SCIENCE FOR LIFE LABORATORY, STOCKHOLM, SWEDEN",human,public,"run.realign.summary,geo.fc,realign,fastq,run.zq,sra","ena,ncbi,gs,s3","ena,ncbi.public,s3.us-east-1,gs.US",adult,2013-12-06,2013-12-06,2018-11-16,2018-03-08,ERX288620,V130,lung,SAMEA2155770,V130,"Science for Life Laboratory\, Stockholm\, Sweden","Science for Life Laboratory\, Stockholm\, Sweden",2013-12-06T17:03:10Z,2018-03-08T16:37:41Z,public,Illumina HiSeq 2000,V130,PAIRED,cDNA,TRANSCRIPTOMIC,lung,Homo sapiens,ILLUMINA,2013-12-12T00:00:00Z,2021-10-27T08:42:00Z,2,SAMEA2155770,E-MTAB-1733:lung_4a,frozen specimen,ERP003613,E-MTAB-1733:lung_4a
ERR315425,RNA-Seq,202,2980653016,PRJEB4337,SAMEA2162823,ArrayExpress,1265628999,"SCIENCE FOR LIFE LABORATORY, STOCKHOLM, SWEDEN",human,public,"realign,fastq,run.realign.summary,sra,geo.fc,run.zq","gs,ncbi,s3,ena","gs.US,ncbi.public,ena,s3.us-east-1",adult,2013-12-06,2013-12-06,2018-11-16,2018-03-08,ERX288530,V230,bone marrow,SAMEA2162823,V230,"Science for Life Laboratory\, Stockholm\, Sweden","Science for Life Laboratory\, Stockholm\, Sweden",2013-12-06T17:03:10Z,2018-03-08T16:37:48Z,public,Illumina HiSeq 2000,V230,PAIRED,cDNA,TRANSCRIPTOMIC,bone marrow,Homo sapiens,ILLUMINA,2013-12-12T00:00:00Z,2021-10-27T08:44:00Z,2,SAMEA2162823,E-MTAB-1733:bonemarrow_5a,frozen specimen,ERP003613,E-MTAB-1733:bonemarrow_5a
ERR315435,RNA-Seq,202,1582666364,PRJEB4337,SAMEA2154361,ArrayExpress,656918565,"SCIENCE FOR LIFE LABORATORY, STOCKHOLM, SWEDEN",human,public,"realign,fastq,run.realign.summary,geo.fc,run.zq,sra","s3,ncbi,ena,gs","s3.us-east-1,ncbi.public,gs.US,ena",adult,2013-12-06,2013-12-06,2018-11-16,2018-03-08,ERX288601,V191,heart,SAMEA2154361,V191,"Science for Life Laboratory\, Stockholm\, Sweden","Science for Life Laboratory\, Stockholm\, Sweden",2013-12-06T17:03:10Z,2018-03-08T16:37:54Z,public,Illumina HiSeq 2000,V191,PAIRED,cDNA,TRANSCRIPTOMIC,heart,Homo sapiens,ILLUMINA,2013-12-12T00:00:00Z,2021-10-27T08:38:00Z,2,SAMEA2154361,E-MTAB-1733:heart_5a,frozen specimen,ERP003613,E-MTAB-1733:heart_5a
ERR315436,RNA-Seq,202,2489214488,PRJEB4337,SAMEA2153347,ArrayExpress,1080401086,"SCIENCE FOR LIFE LABORATORY, STOCKHOLM, SWEDEN",human,public,"geo.fc,fastq,sra,run.realign.summary,realign,run.zq","ena,ncbi,s3,gs","ena,s3.us-east-1,ncbi.public,gs.US",adult,2013-12-06,2013-12-06,2018-11-16,2018-03-08,ERX288633,V232,pancreas,SAMEA2153347,V232,"Science for Life Laboratory\, Stockholm\, Sweden","Science for Life Laboratory\, Stockholm\, Sweden",2013-12-06T17:03:09Z,2018-03-08T16:37:21Z,public,Illumina HiSeq 2000,V232,PAIRED,cDNA,TRANSCRIPTOMIC,pancreas,Homo sapiens,ILLUMINA,2013-12-12T00:00:00Z,2021-10-27T09:30:00Z,2,SAMEA2153347,E-MTAB-1733:pancreas_6b,frozen specimen,ERP003613,E-MTAB-1733:pancreas_6b
ERR315437,RNA-Seq,202,1842196570,PRJEB4337,SAMEA1966682,ArrayExpress,869728861,"SCIENCE FOR LIFE LABORATORY, STOCKHOLM, SWEDEN",human,public,"realign,sra,geo.fc,run.zq,run.realign.summary,fastq","ena,gs,s3,ncbi","ena,s3.us-east-1,gs.US,ncbi.public",adult,2013-12-06,2013-12-06,2018-11-16,2018-03-08,ERX288565,V154,appendix,SAMEA1966682,V154,"Science for Life Laboratory\, Stockholm\, Sweden","Science for Life Laboratory\, Stockholm\, Sweden",2013-12-06T17:03:09Z,2018-03-08T16:37:29Z,public,Illumina HiSeq 2000,V154,PAIRED,cDNA,TRANSCRIPTOMIC,appendix,Homo sapiens,ILLUMINA,2013-12-12T00:00:00Z,2021-10-27T08:42:00Z,2,SAMEA1966682,E-MTAB-1733:appendix_4a,frozen specimen,ERP003613,E-MTAB-1733:appendix_4a
ERR315438,RNA-Seq,202,1520319872,PRJEB4337,SAMEA1968189,ArrayExpress,691351016,"SCIENCE FOR LIFE LABORATORY, STOCKHOLM, SWEDEN",human,public,"run.zq,fastq,realign,sra,run.realign.summary,geo.fc","gs,ena,ncbi,s3","s3.us-east-1,gs.US,ena,ncbi.public",adult,2013-12-06,2013-12-06,2018-11-16,2018-03-08,ERX288619,V143,endometrium,SAMEA1968189,V143,"Science for Life Laboratory\, Stockholm\, Sweden","Science for Life Laboratory\, Stockholm\, Sweden",2013-12-06T17:03:10Z,2018-03-08T16:37:55Z,public,Illumina HiSeq 2000,V143,PAIRED,cDNA,TRANSCRIPTOMIC,endometrium,Homo sapiens,ILLUMINA,2013-12-12T00:00:00Z,2021-10-27T08:37:00Z,2,SAMEA1968189,E-MTAB-1733:endometrium_4a,frozen specimen,ERP003613,E-MTAB-1733:endometrium_4a
ERR315439,RNA-Seq,202,1268646658,PRJEB4337,SAMEA2142363,ArrayExpress,532703143,"SCIENCE FOR LIFE LABORATORY, STOCKHOLM, SWEDEN",human,public,"geo.fc,realign,fastq,run.zq,sra,run.realign.summary","ena,ncbi,s3,gs","ena,s3.us-east-1,ncbi.public,gs.US",adult,2013-12-06,2013-12-06,2018-11-16,2018-03-08,ERX288596,V131,lung,SAMEA2142363,V131,"Science for Life Laboratory\, Stockholm\, Sweden","Science for Life Laboratory\, Stockholm\, Sweden",2013-12-06T17:03:09Z,2018-03-08T16:37:20Z,public,Illumina HiSeq 2000,V131,PAIRED,cDNA,TRANSCRIPTOMIC,lung,Homo sapiens,ILLUMINA,2013-12-12T00:00:00Z,2021-10-27T08:37:00Z,2,SAMEA2142363,E-MTAB-1733:lung_4b,frozen specimen,ERP003613,E-MTAB-1733:lung_4b
ERR315457,RNA-Seq,202,1811021506,PRJEB4337,SAMEA2153946,ArrayExpress,820086773,"SCIENCE FOR LIFE LABORATORY, STOCKHOLM, SWEDEN",human,public,"run.zq,sra,realign,fastq,run.realign.summary,geo.fc","gs,s3,ncbi,ena","gs.US,ena,s3.us-east-1,ncbi.public",adult,2013-12-06,2013-12-06,2018-11-16,2018-03-08,ERX288590,V150,duodenum,SAMEA2153946,V150,"Science for Life Laboratory\, Stockholm\, Sweden","Science for Life Laboratory\, Stockholm\, Sweden",2013-12-06T17:03:10Z,2018-03-08T16:37:54Z,public,Illumina HiSeq 2000,V150,PAIRED,cDNA,TRANSCRIPTOMIC,duodenum,Homo sapiens,ILLUMINA,2013-12-12T00:00:00Z,2021-10-27T09:30:00Z,2,SAMEA2153946,E-MTAB-1733:duodenum_4c,frozen specimen,ERP003613,E-MTAB-1733:duodenum_4c
ERR315458,RNA-Seq,202,3245904468,PRJEB4337,SAMEA2155371,ArrayExpress,1387250460,"SCIENCE FOR LIFE LABORATORY, STOCKHOLM, SWEDEN",human,public,"fastq,realign,run.zq,sra,run.realign.summary,geo.fc","ncbi,ena,gs,s3","gs.US,ena,ncbi.public,s3.us-east-1",adult,2013-12-06,2013-12-06,2018-11-16,2018-03-08,ERX288493,V234,animal ovary,SAMEA2155371,V234,"Science for Life Laboratory\, Stockholm\, Sweden","Science for Life Laboratory\, Stockholm\, Sweden",2013-12-06T17:03:09Z,2018-03-08T16:37:35Z,public,Illumina HiSeq 2000,V234,PAIRED,cDNA,TRANSCRIPTOMIC,animal ovary,Homo sapiens,ILLUMINA,2013-12-12T00:00:00Z,2021-10-27T09:36:00Z,2,SAMEA2155371,E-MTAB-1733:ovary_6b,frozen specimen,ERP003613,E-MTAB-1733:ovary_6b
ERR315472,RNA-Seq,202,3521108258,PRJEB4337,SAMEA2156670,ArrayExpress,1525730949,"SCIENCE FOR LIFE LABORATORY, STOCKHOLM, SWEDEN",human,public,"realign,run.realign.summary,run.zq,geo.fc,sra,fastq","s3,ncbi,ena,gs","ncbi.public,gs.US,s3.us-east-1,ena",adult,2013-12-06,2013-12-06,2018-11-16,2018-03-08,ERX288486,V185,esophagus,SAMEA2156670,V185,"Science for Life Laboratory\, Stockholm\, Sweden","Science for Life Laboratory\, Stockholm\, Sweden",2013-12-06T17:03:09Z,2018-03-08T16:37:35Z,public,Illumina HiSeq 2000,V185,PAIRED,cDNA,TRANSCRIPTOMIC,esophagus,Homo sapiens,ILLUMINA,2013-12-12T00:00:00Z,2021-10-27T09:36:00Z,2,SAMEA2156670,E-MTAB-1733:esophagus_5c,frozen specimen,ERP003613,E-MTAB-1733:esophagus_5c
ERR315474,RNA-Seq,202,3357527648,PRJEB4337,SAMEA2159912,ArrayExpress,1412681668,"SCIENCE FOR LIFE LABORATORY, STOCKHOLM, SWEDEN",human,public,"fastq,realign,run.zq,geo.fc,sra,run.realign.summary","ena,gs,s3,ncbi","ena,gs.US,s3.us-east-1,ncbi.public",adult,2013-12-06,2013-12-06,2018-11-16,2018-03-08,ERX288537,V179,gall bladder,SAMEA2159912,V179,"Science for Life Laboratory\, Stockholm\, Sweden","Science for Life Laboratory\, Stockholm\, Sweden",2013-12-06T17:03:10Z,2018-03-08T16:37:48Z,public,Illumina HiSeq 2000,V179,PAIRED,cDNA,TRANSCRIPTOMIC,gall bladder,Homo sapiens,ILLUMINA,2013-12-12T00:00:00Z,2021-10-27T09:35:00Z,2,SAMEA2159912,E-MTAB-1733:gallbladder_5a,frozen specimen,ERP003613,E-MTAB-1733:gallbladder_5a
ERR315475,RNA-Seq,202,1698044926,PRJEB4337,SAMEA2155628,ArrayExpress,704085111,"SCIENCE FOR LIFE LABORATORY, STOCKHOLM, SWEDEN",human,public,"geo.fc,fastq,run.zq,sra,realign,run.realign.summary","gs,s3,ncbi,ena","gs.US,ncbi.public,ena,s3.us-east-1",adult,2013-12-06,2013-12-06,2018-11-16,2018-03-08,ERX288519,V192,lymph node,SAMEA2155628,V192,"Science for Life Laboratory\, Stockholm\, Sweden","Science for Life Laboratory\, Stockholm\, Sweden",2013-12-06T17:03:09Z,2018-03-08T16:37:35Z,public,Illumina HiSeq 2000,V192,PAIRED,cDNA,TRANSCRIPTOMIC,lymph node,Homo sapiens,ILLUMINA,2013-12-12T00:00:00Z,2021-10-27T09:29:00Z,2,SAMEA2155628,E-MTAB-1733:lymphnode_5b,frozen specimen,ERP003613,E-MTAB-1733:lymphnode_5b
ERR315476,RNA-Seq,202,2959103858,PRJEB4337,SAMEA2149398,ArrayExpress,1264757211,"SCIENCE FOR LIFE LABORATORY, STOCKHOLM, SWEDEN",human,public,"sra,run.zq,run.realign.summary,geo.fc,realign,fastq","gs,s3,ena,ncbi","ena,ncbi.public,s3.us-east-1,gs.US",adult,2013-12-06,2013-12-06,2018-11-16,2018-03-08,ERX288518,V223,placenta,SAMEA2149398,V223,"Science for Life Laboratory\, Stockholm\, Sweden","Science for Life Laboratory\, Stockholm\, Sweden",2013-12-06T17:03:10Z,2018-03-08T16:37:48Z,public,Illumina HiSeq 2000,V223,PAIRED,cDNA,TRANSCRIPTOMIC,placenta,Homo sapiens,ILLUMINA,2013-12-12T00:00:00Z,2021-10-27T09:33:00Z,2,SAMEA2149398,E-MTAB-1733:placenta_6b,frozen specimen,ERP003613,E-MTAB-1733:placenta_6b
ERR315477,RNA-Seq,202,5750262896,PRJEB4337,SAMEA2157437,ArrayExpress,2592499068,"SCIENCE FOR LIFE LABORATORY, STOCKHOLM, SWEDEN",human,public,"geo.fc,sra,run.realign.summary,realign,run.zq,fastq","s3,ena,ncbi,gs","ncbi.public,gs.US,ena,s3.us-east-1",adult,2013-12-06,2013-12-06,2018-11-16,2018-03-08,ERX288614,V102,cerebral cortex,SAMEA2157437,V102,"Science for Life Laboratory\, Stockholm\, Sweden","Science for Life Laboratory\, Stockholm\, Sweden",2013-12-06T17:03:09Z,2018-03-08T16:37:22Z,public,Illumina HiSeq 2000,V102,PAIRED,cDNA,TRANSCRIPTOMIC,cerebral cortex,Homo sapiens,ILLUMINA,2013-12-12T00:00:00Z,2021-10-27T09:41:00Z,2,SAMEA2157437,E-MTAB-1733:brain_3b,frozen specimen,ERP003613,E-MTAB-1733:brain_3b
ERR315478,RNA-Seq,202,3011055228,PRJEB4337,SAMEA2149398,ArrayExpress,1297382882,"SCIENCE FOR LIFE LABORATORY, STOCKHOLM, SWEDEN",human,public,"sra,fastq,run.realign.summary,run.zq,geo.fc,realign","s3,ncbi,gs,ena","gs.US,ncbi.public,s3.us-east-1,ena",adult,2013-12-06,2013-12-06,2018-11-16,2018-03-08,ERX288539,V223,placenta,SAMEA2149398,V223,"Science for Life Laboratory\, Stockholm\, Sweden","Science for Life Laboratory\, Stockholm\, Sweden",2013-12-06T17:03:10Z,2018-03-08T16:37:48Z,public,Illumina HiSeq 2000,V223,PAIRED,cDNA,TRANSCRIPTOMIC,placenta,Homo sapiens,ILLUMINA,2013-12-12T00:00:00Z,2021-10-27T09:32:00Z,2,SAMEA2149398,E-MTAB-1733:placenta_6b,frozen specimen,ERP003613,E-MTAB-1733:placenta_6b
ERR315479,RNA-Seq,202,2908942410,PRJEB4337,SAMEA2151405,ArrayExpress,1253978033,"SCIENCE FOR LIFE LABORATORY, STOCKHOLM, SWEDEN",human,public,"run.realign.summary,run.zq,sra,fastq,geo.fc,realign","ena,gs,ncbi,s3","s3.us-east-1,ena,gs.US,ncbi.public",adult,2013-12-06,2013-12-06,2018-11-16,2018-03-08,ERX288592,V229,pancreas,SAMEA2151405,V229,"Science for Life Laboratory\, Stockholm\, Sweden","Science for Life Laboratory\, Stockholm\, Sweden",2013-12-06T17:03:10Z,2018-03-08T16:37:55Z,public,Illumina HiSeq 2000,V229,PAIRED,cDNA,TRANSCRIPTOMIC,pancreas,Homo sapiens,ILLUMINA,2013-12-12T00:00:00Z,2021-10-27T09:35:00Z,2,SAMEA2151405,E-MTAB-1733:pancreas_6a,frozen specimen,ERP003613,E-MTAB-1733:pancreas_6a
ERR315480,RNA-Seq,202,3072034988,PRJEB4337,SAMEA2163459,ArrayExpress,1320091945,"SCIENCE FOR LIFE LABORATORY, STOCKHOLM, SWEDEN",human,public,"realign,run.realign.summary,fastq,geo.fc,sra,run.zq","s3,ncbi,gs,ena","gs.US,s3.us-east-1,ncbi.public,ena",adult,2013-12-06,2013-12-06,2018-11-16,2018-03-08,ERX288550,V182,gall bladder,SAMEA2163459,V182,"Science for Life Laboratory\, Stockholm\, Sweden","Science for Life Laboratory\, Stockholm\, Sweden",2013-12-06T17:03:10Z,2018-03-08T16:37:55Z,public,Illumina HiSeq 2000,V182,PAIRED,cDNA,TRANSCRIPTOMIC,gall bladder,Homo sapiens,ILLUMINA,2013-12-12T00:00:00Z,2021-10-27T09:33:00Z,2,SAMEA2163459,E-MTAB-1733:gallbladder_5b,frozen specimen,ERP003613,E-MTAB-1733:gallbladder_5b
ERR315481,RNA-Seq,202,1974242152,PRJEB4337,SAMEA2151358,ArrayExpress,903343393,"SCIENCE FOR LIFE LABORATORY, STOCKHOLM, SWEDEN",human,public,"run.zq,fastq,run.realign.summary,realign,geo.fc,sra","ncbi,s3,gs,ena","ncbi.public,s3.us-east-1,gs.US,ena",adult,2013-12-06,2013-12-06,2018-11-16,2018-03-08,ERX288591,V160,appendix,SAMEA2151358,V160,"Science for Life Laboratory\, Stockholm\, Sweden","Science for Life Laboratory\, Stockholm\, Sweden",2013-12-06T17:03:09Z,2018-03-08T16:37:20Z,public,Illumina HiSeq 2000,V160,PAIRED,cDNA,TRANSCRIPTOMIC,appendix,Homo sapiens,ILLUMINA,2013-12-12T00:00:00Z,2021-10-27T09:29:00Z,2,SAMEA2151358,E-MTAB-1733:appendix_4c,frozen specimen,ERP003613,E-MTAB-1733:appendix_4c
ERR315495,RNA-Seq,202,2643075060,PRJEB4337,SAMEA2156099,ArrayExpress,1119777197,"SCIENCE FOR LIFE LABORATORY, STOCKHOLM, SWEDEN",human,public,"sra,realign,run.realign.summary,fastq,run.zq,geo.fc","s3,gs,ncbi,ena","ena,s3.us-east-1,ncbi.public,gs.US",adult,2013-12-06,2013-12-06,2018-11-16,2018-03-08,ERX288562,V200,endometrium,SAMEA2156099,V200,"Science for Life Laboratory\, Stockholm\, Sweden","Science for Life Laboratory\, Stockholm\, Sweden",2013-12-06T17:03:10Z,2018-03-08T16:37:42Z,public,Illumina HiSeq 2000,V200,PAIRED,cDNA,TRANSCRIPTOMIC,endometrium,Homo sapiens,ILLUMINA,2013-12-12T00:00:00Z,2021-10-27T09:33:00Z,2,SAMEA2156099,E-MTAB-1733:endometrium_5a,frozen specimen,ERP003613,E-MTAB-1733:endometrium_5a
